auditee_uei,Count,CountDistinct_audit_year,Right_CountDistinct_audit_year,CountDistinct_report_id,First_auditee_city,First_auditee_ein,First_auditee_name,First_auditee_state,First_auditee_zip,First_cognizant_agency,First_entity_type,Max_audit_year,Right_Max_audit_year,Right_Min_audit_year,Min_audit_year,Sum_going_concern_num,Sum_internal_control_def_num,Sum_low_risk_num,Sum_material_weakness_gen_num,Sum_material_weakness_number,Sum_modified_opinion_number,Sum_noncompliance_num,Sum_prior_findings_num,Sum_questioned_costs_number,Sum_repeat_finding_number,Sum_significant_deficiency_number,Sum_total_amount_expended_num,is_problem_entity,risk_score
X1SRBMMDDBK5,7,3,2,3,KISSIMMEE,753147007,"PRIMARY CARE MEDICAL SERVICES OF POINCIANA, INC.",FL,34744,,non-profit,2024,2024,2023,2022,0,0,0,0,0,0,0,0,0,4,3,17215381,1,70
KAAMMFK1JJL8,175,1,1,1,WINDOW ROCK,860092335,THE NAVAJO NATION,AZ,96515,93,tribal,2022,2022,2022,2022,0,0,0,0,141,136,0,0,120,119,34,987908070,1,1750
JNZ3AKDC5Y94,410,2,2,2,CHARLESTON,550526580,STATE OF WEST VIRGINIA,WV,25305,93,state,2024,2024,2023,2023,0,0,0,0,348,37,0,0,50,177,55,17739614788,1,4100
E2K4M5K2V613,2,3,1,3,FERRIDAY,261176281,"ARCADIA HAVEN, INC. 064-HD103",LA,71334,,non-profit,2024,2022,2022,2022,0,0,0,0,0,2,0,0,0,2,0,4418223,0,20
CWNPK67MNA78,1,1,1,1,FREEPORT,363290904,FREEPORT REGIONAL HEALTH CARE FOUNDATION AND SUBSIDIARIES,IL,61032,,non-profit,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,0,5331562,0,10
HEY7PM3XJKF5,1,2,1,2,Colby,480724844,Unified School District No. 315,KS,67701,,local,2023,2022,2022,2022,0,0,0,0,0,1,0,0,0,0,1,2647748,0,10
K8Z7SJSLM7Q1,15,3,3,3,HARRISBURG,236004285,SUSQUEHANNA TOWNSHIP SCHOOL DISTRICT,PA,17110,,local,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,9,0,19807838,1,150
UQJ7GZV1YNY8,10,2,1,2,Glendale,860098936,YWCA Metropolitan Phoenix,AZ,85302,,non-profit,2024,2023,2023,2023,0,0,0,0,0,0,0,0,0,0,10,1846559,1,100
TFE3FPXJ3NF7,9,3,2,3,Kansas City,430979983,Missouri Housing Development Commission,MO,64105,14,state,2024,2023,2022,2022,0,0,0,0,7,3,0,0,8,7,1,2224368000,1,90
NEQLSVRANRM8,3,2,2,2,NASHVILLE,621731492,FRIST ART MUSEUM,TN,37203,,non-profit,2023,2023,2022,2022,0,0,0,0,1,0,0,0,0,1,2,2410987,1,30
JZFEK14HE3F3,3,3,2,3,ROANOKE,541738151,SPOTSYLVANIA UNITED METHODIST HOUSING CORP.,VA,24015,,non-profit,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,0,0,7150372,1,30
RDMJC6RVJD54,3,3,2,3,ANN ARBOR,464099785,COMMUNITY MENTAL HEALTH PARTNERSHIP OF SOUTHEAST MICHIGAN,MI,48108,,local,2024,2023,2022,2022,0,0,0,0,0,0,0,0,1,1,3,25089778,1,30
H14MY7ENHRT1,5,3,2,3,Pasadena,951921340,Art Center College of Design,CA,91103,,higher-ed,2024,2024,2022,2022,0,0,0,0,0,0,0,0,1,0,5,52007762,1,50
TWD9MD5QN5V5,6,3,1,3,Austin,416002526,Austin Public Schools,MN,55912,,local,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,6,34405632,1,60
WL1EDX84EN23,8,2,1,2,CHESTERTON,351152814,DUNELAND SCHOOL CORPORATION,IN,463042205,,local,2024,2024,2024,2022,0,0,0,0,8,6,0,0,0,0,0,22482055,1,80
NNMNA3YYFHF9,1,3,1,3,AKRON,341965825,"MCTAGGERT COURT, INC.",OH,44305,,non-profit,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,0,3437183,0,10
TJEVAMJNLNV9,1,2,1,2,Sacramento,680322272,Golden State Finance Authority,CA,95814,,local,2024,2023,2023,2023,0,0,0,0,0,0,0,0,0,0,1,20991676,0,10
CL6YDU7H4CA6,5,3,1,3,AVONDALE,866000500,AVONDALE ELEMENTARY SCHOOL DISTRICT NO. 44,AZ,85323,,local,2024,2023,2023,2022,0,0,0,0,0,0,0,0,5,0,5,42614816,1,50
U36MAMXR6QG1,2,3,2,3,Sedalia,440552490,Bothwell Regional Health Center,MO,65301,,non-profit,2024,2024,2023,2022,0,0,0,0,0,0,0,0,0,0,1,25469564,0,20
XXFKVQEHHCR3,87,3,3,3,WASHINGTON,521572431,"UNITY HEALTH CARE, INC.",MD,20003,,non-profit,2024,2024,2022,2022,0,0,0,0,53,32,0,0,0,76,34,80858314,1,870
PCHXX531KJL4,1,3,1,3,Deer River,416001597,ISD #317 - Deer River,MN,56636,,local,2024,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,1,11353694,0,10
LZ6CXQEL6ES8,22,3,2,3,MAPLE LAKE,410904809,"WRIGHT COUNTY COMMUNITY ACTION, INC.",MN,55358,,non-profit,2024,2024,2023,2022,0,0,0,0,22,0,0,0,0,10,0,13883055,1,220
U29LD8526SM3,6,3,3,4,JUNEAU,391034256,DODGELAND SCHOOL DISTRICT,WI,53039,,local,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,6,6,6210241,1,60
RV86FP8XWJE5,1,4,1,4,Wilmington,237047824,"Southbridge Medical Advisory Council, Inc. D/B/A Henrietta Johnson",DE,19801,,non-profit,2025,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,0,14122059,0,10
UK5GQC1GVNZ4,18,3,2,4,SAN RAFAEL,941156525,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,94901,,non-profit,2024,2023,2022,2022,0,0,0,0,0,0,0,0,0,9,18,97523025,1,180
GKL3BZAZ4KU5,18,2,2,2,Philadelphia,231664406,Philadelphia Housing Development Corporation,PA,19107,,local,2022,2022,2020,2020,0,0,0,0,7,0,0,0,1,0,2,236355558,1,180
TBL7BQ3BA2Y5,4,2,2,2,Humboldt,420655796,Corn Belt Power Cooperative,IA,50548,,unknown,2024,2024,2023,2023,0,0,0,0,3,1,0,0,0,0,1,3460457,1,40
Q81SL6LLKJL7,1,2,1,2,Arkoma,731055107,ARKOMA SCHOOL DISTRICT NO. I-91,OK,74901,,state,2024,2023,2023,2023,0,0,0,0,0,0,0,0,1,0,1,2777275,0,10
HK6NPCKJJCG6,6,4,3,4,BRISTOL,050488093,"ELDER CARE TWO, INC.",RI,02809,,non-profit,2025,2024,2022,2022,0,0,0,0,0,0,0,0,3,0,0,19919493,1,60
L5MET6M1NNL8,28,3,3,3,BARCELONETA,660434377,MUNICIPALITY OF BARCELONETA,PR,00617,,local,2024,2024,2022,2022,0,0,0,0,28,18,0,0,1,15,0,107536082,1,280
UJPHHHUFL4L9,4,2,1,2,LINCOLN,363832796,HEALTH PARTNERS INITIATIVE,NE,68510,,non-profit,2023,2022,2022,2022,0,0,0,0,0,0,0,0,0,4,4,2476063,1,40
VKX2RVB8GZH7,10,1,1,1,DENVER,426001422,DENVER COMMUNITY SCHOOL DISTRICT,IA,50622,,local,2022,2022,2022,2022,0,0,0,0,10,0,0,0,0,10,0,945912,1,100
DJ55ARUCADG7,3,2,1,2,Kent,272564982,Puget Sound Regional Fire Authority,WA,98032,,local,2023,2023,2023,2022,0,0,0,0,3,0,0,0,0,0,0,2083756,1,30
JK7GD2LRZ3Q6,3,1,1,1,Knoxville,581505955,"Bridge Refugee Services, Inc.",TN,37917,,non-profit,2024,2024,2024,2024,0,0,0,0,0,0,0,0,0,0,1,2534008,1,30
QTD4WLH17MM5,5,2,2,2,SANTA FE,856000565,NEW MEXICO DEPARTMENT OF FINANCE AND ADMINISTRATION,NM,87501,21,local,2024,2024,2023,2023,0,0,0,0,0,0,0,0,0,3,5,411765181,1,50
FGX3K4TL6KF3,3,3,1,3,TAUNTON,046001320,CITY OF TAUNTON,MA,02780,,local,2024,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,0,96302018,1,30
UG83V3MQBU15,21,2,2,2,Chicago,363903595,Saint Anthony Health Ministries and Subsidiaries,IL,60623,,non-profit,2022,2022,2021,2021,0,0,0,0,3,0,0,0,0,14,14,41946405,1,210
Y8FJA2QK9HC3,4,2,2,2,Lewiston,202599862,United Somali Women of Maine,ME,04243,,non-profit,2023,2023,2022,2022,0,0,0,0,2,0,0,0,0,2,0,7352876,1,40
GDG8J49SKUW6,3,1,1,1,Wall,460204517,"West River Electric Association, Inc.",SD,57790,,non-profit,2024,2024,2024,2024,0,0,0,0,3,0,0,0,0,0,0,1114700,1,30
C9NJBA4FBNC5,1,2,1,2,ROSE HILL,480699028,ROSE HILL USD NO. 394,KS,671339785,,local,2023,2022,2022,2022,0,0,0,0,0,1,0,0,0,0,0,4157063,0,10
U9M1DEQXN4Y8,2,3,1,3,RALEIGH,593791729,COMMUNITY APARTMENTS CORPORATION OF ALAMANCE COUNTY #2,NC,27609,,non-profit,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,1,3974716,0,20
M5FZQF9WAAY8,6,2,2,2,BOURBON,351072224,TRITON SCHOOL CORPORATION,IN,46504,,local,2024,2024,2022,2022,0,0,0,0,6,0,0,0,0,0,0,5118422,1,60
QL1QNGMQB6S5,4,4,2,4,Green River,870409346,"Green River Medical Center, Inc.",UT,84525,,non-profit,2025,2025,2022,2022,0,0,0,0,0,0,0,0,0,0,4,6094107,1,40
H3D9BHP2R5L7,2,3,1,3,CAVALIER,456006376,PEMBINA COUNTY WATER RESOURCE DISTRICT,ND,58220,,local,2024,2024,2024,2022,0,0,0,0,1,1,0,0,1,0,1,8309373,0,20
HM46M8AFNE37,1,1,1,1,LIVE OAK,596002823,HOUSING AUTHORITY OF THE CITY OF LIVE OAK,FL,320602532,,local,2022,2022,2022,2022,0,0,0,0,1,1,0,0,0,0,0,795940,0,10
H8HNL7Y96VG8,33,3,3,3,SINAJANA,960001279,GUAM HOUSING AND URBAN RENEWAL AUTHORITY,GU,96910,14,state,2024,2024,2022,2022,0,0,0,0,29,29,0,0,1,20,4,248743455,1,330
E7DENLK38M31,4,3,2,3,FORT WORTH,756001818,FORT WORTH HOUSING SOLUTIONS,TX,76102,14,local,2024,2024,2023,2022,0,0,0,0,0,0,0,0,0,0,4,266041234,1,40
VX21JWKQRG41,3,3,2,3,DANVILLE,376002224,VERMILION COUNTY,IL,61832,,local,2024,2023,2022,2022,0,0,0,0,0,0,0,0,1,2,3,16952646,1,30
V81KTWDTCMQ1,2,2,1,2,Chicago,593674883,"United States Breastfeeding Committee, Inc.",IL,60618,,non-profit,2024,2023,2023,2023,0,0,0,0,0,0,0,0,0,0,2,2317848,0,20
D2CBLENQ3NR8,3,3,1,3,WASHINGTON,330798803,NATIONAL COUNCIL OF URBAN INDIAN HEALTH,DC,20001,,non-profit,2024,2022,2022,2022,0,0,0,0,3,0,0,0,0,0,0,20710388,1,30
J6A9F1B91QF9,25,3,3,3,Isleta,850164038,Pueblo of Isleta Governmental Services Department,NM,87022,,tribal,2024,2024,2022,2022,0,0,0,0,2,0,0,0,0,22,23,120214926,1,250
W62RJ6TQ6VL5,2,2,2,2,Tucson,770418201,Epidaurus dba Amity Foundation,AZ,85705,,non-profit,2024,2024,2023,2023,0,0,0,0,0,0,0,0,0,0,2,4422175,0,20
QFDWZ7HMLM53,149,5,5,5,Panama City,912189932,"Pancare of Florida, Inc",FL,32401,,non-profit,2024,2024,2020,2020,0,0,0,0,70,0,0,0,1,92,79,62154600,1,1490
EMVZAGYK3425,3,4,1,4,FORT LUPTON,840613540,SALUD FAMILY HEALTH,CO,80621,,non-profit,2025,2022,2022,2022,0,0,0,0,0,0,0,0,0,3,3,83287856,1,30
QP8MDNP6JVU9,1,2,1,2,TRAVERSE CITY,381976268,"GOODWILL INDUSTRIES OF NORTHERN MICHIGAN, INC. AND AFFILIATE",MI,49684,,non-profit,2023,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,1,2343784,0,10
F2MGMZRQB963,2,3,2,3,WALHALLA,450278093,WALHALLA COMMUNITY HOSPITAL ASSOCIATION,ND,58282,,unknown,2024,2023,2022,2022,0,0,0,0,0,0,0,0,0,1,2,13261378,0,20
NYYJMEV218E5,2,3,1,3,PATERSON,226002466,COUNTY OF PASSAIC,NJ,07505,14,local,2024,2023,2023,2022,0,0,0,0,0,0,0,0,2,0,2,209468057,0,20
FKETC5FJKC55,6,1,1,1,Park Ridge,362827480,The Harbour Inc.,IL,60068,,non-profit,2024,2024,2024,2024,0,0,0,0,2,0,0,0,0,0,4,767876,1,60
FWWFWKQKL3K4,13,3,1,3,CADYVILLE,141626314,"FRIENDS OF THE NORTH COUNTRY, INC.",NY,12918,,non-profit,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,0,9588475,1,130
VYRJU68KJUB5,3,3,3,3,BUFFALO,411268614,WRIGHT COUNTY,MN,55313,,local,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,1,3,46558843,1,30
SGNPAMRGGHN4,1,3,1,3,SPOKANE,911189908,EXCELSIOR WELLNESS AND SUBSIDIARIES,WA,99208,,unknown,2024,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,1,8919422,0,10
LC5QCFLLCDJ4,2,3,1,3,SAN ANTONIO,746002070,CITY OF SAN ANTONIO,TX,78205,14,local,2024,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,2,1345445331,0,20
URE5A6XKRLS5,1,3,1,3,BETHLEHEM,251915107,MORAVIAN HOUSE IV,PA,18018,,non-profit,2024,2024,2024,2022,0,0,0,0,0,1,0,0,0,0,0,2326555,0,10
EAZVJZNJBS22,3,3,1,4,San Jose,942186907,Santa Clara Valley Transportation Authority,CA,95134,,local,2024,2023,2023,2022,0,0,0,0,3,0,0,0,0,0,0,309034891,1,30
G4HGF3842J21,5,3,3,3,EAST RUTHERFORD,226001777,BOROUGH OF EAST RUTHERFORD,NJ,07073,,local,2023,2023,2021,2021,0,0,0,0,0,0,0,0,0,2,0,4018400,1,50
DS1LEVPTQ9G1,1,1,1,1,Concord,020350170,Granite State Independent Living,NH,03301,,non-profit,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,0,2771953,0,10
G573QX9V6RF9,2,3,2,3,COVINGTON,616000114,HOUSING AUTHORITY OF COVINGTON,KY,41014,,non-profit,2024,2023,2022,2022,0,0,0,0,1,1,0,0,1,1,1,20468070,0,20
PKHWV6MG7JP4,4,4,3,4,KANSAS CITY,486091767,HOUSING AUTHORITY OF KANSAS CITY KANSAS,RI,661012120,,local,2025,2024,2022,2022,0,0,0,0,0,0,0,0,0,0,4,112188961,1,40
GBF2KML67NM4,18,3,2,3,PORT ORCHARD,916001633,SOUTH KITSAP SCHOOL DISTRICT NO. 402,WA,98366,,local,2024,2023,2022,2022,0,0,0,0,18,0,0,0,0,11,0,48659753,1,180
T9KAAGCJ2AN1,5,4,3,4,Syracuse,161344129,POND STREET HOUSING DEVELOPMENT FUND COMPANY INC,NY,13208,,non-profit,2025,2025,2023,2022,0,0,0,0,0,0,0,0,0,1,0,9129134,1,50
WQLBBE7NAA46,28,2,2,2,Lemoyne,464799132,JFT Recovery and Veterans Support Services,PA,17043,,non-profit,2022,2022,2021,2021,0,0,0,0,24,28,0,0,10,24,4,3109487,1,280
HF96Y3HW51F7,9,3,2,3,HOUSTON,760073661,"AIDS FOUNDATION HOUSTON, INC.",TX,77057,,non-profit,2024,2023,2022,2022,0,0,0,0,6,0,0,0,8,0,3,21202618,1,90
XJCSB1LZES24,1,3,1,3,CODY,836000122,PARK COUNTY,WY,82414,,local,2024,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,1,10892776,0,10
NJN4M2H5APK7,2,3,2,3,MONROE,726001704,HOUSING AUTHORITY OF THE CITY OF MONROE,LA,712017441,,unknown,2024,2023,2022,2022,0,0,0,0,0,2,0,0,0,1,2,63721918,0,20
MQ8NZ4DKHFZ3,6,3,3,3,SEATTLE,916001541,SEATTLE SCHOOL DISTRICT NO. 1,WA,98134,84,local,2024,2024,2022,2022,0,0,0,0,2,2,0,0,2,1,4,257033953,1,60
QQ14N8AYNUC4,46,3,2,3,Indianapolis,351569069,Indianapolis Private Industry Council D/B/A EmployIndy,IN,46204,,non-profit,2024,2023,2022,2022,0,0,0,0,39,39,0,0,12,16,7,29267739,1,460
DKFRYH8GL2L1,3,1,1,1,SARATOGA,746029367,WEST HARDIN COUNTY CISD,TX,77585,,local,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,3,3,1192684,1,30
TGYBBJRK6C87,3,3,2,3,ALEXANDRIA,581805613,"HOUSTON VOA ELDERLY HOUSING, INC (LAKEVIEW PLACE)",VA,22314,,non-profit,2024,2024,2023,2022,0,0,0,0,0,0,0,0,1,1,0,12596080,1,30
YSKLFUTFSEV4,3,3,1,3,Independence,480720287,Independence Community College,KS,67301,,local,2024,2022,2022,2022,0,0,0,0,3,3,0,0,0,0,0,14964131,1,30
WUKHKYAB1KS6,10,2,2,2,SPRING CREEK,880135365,SOUTH FORK BAND COUNCIL,NV,89815,,tribal,2023,2023,2022,2022,0,0,0,0,8,6,0,0,2,5,0,6441783,1,100
FGLHNPJB24Y1,28,4,4,4,Waterford,146011606,Waterford-Halfmoon Union Free School District,NY,12188,,local,2025,2025,2022,2022,0,0,0,0,0,0,0,0,0,21,28,5116843,1,280
X9FJY49ALM29,2,4,1,4,FALL RIVER,046002543,FALL RIVER HOUSING AUTHORITY,RI,027220989,,local,2025,2022,2022,2022,0,0,0,0,2,2,0,0,0,0,0,163535955,0,20
M1XFUH56YMT3,7,3,1,3,SOUTH BEND,351902136,"AIDS MINISTRIES - AIDS ASSIST OF NORTH INDIANA, INC.",IN,46601,,non-profit,2024,2023,2023,2022,0,0,0,0,7,0,0,0,0,0,0,7044423,1,70
TT57KZ79QUX7,4,3,2,3,HOUSTON,760688876,KIMBLE DOVER STREET APARTMENTS INC,TX,77017,,non-profit,2024,2023,2022,2022,0,0,0,0,0,0,0,0,0,1,1,16313374,1,40
PK8UYTSNJCC3,15,3,3,3,WADESBORO,566000273,ANSON COUNTY,NC,28170,,local,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,14,15,24564259,1,150
HVUSPSWBDMP9,6,2,2,2,LAUREL,816001283,CITY OF LAUREL,MT,59044,,local,2024,2024,2023,2023,0,0,0,0,6,6,0,0,0,2,0,3204786,1,60
XYN9J2NMQUL5,2,3,1,4,SAN ANTONIO,820559940,"FORM COMMUNITIES, INC.",TX,782293620,,non-profit,2024,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,2,7773078,0,20
DUS5BPME67V8,11,3,2,3,ALEXANDRIA,546001103,CITY OF ALEXANDRIA,VA,22314,93,local,2024,2024,2022,2022,0,0,0,0,2,2,0,0,0,0,9,276531704,1,110
Y28BEBJ4MNU7,256,3,2,3,CARBONDALE,376005961,SOUTHERN ILLINOIS UNIVERSITY,IL,62901,84,higher-ed,2024,2023,2022,2022,0,0,0,0,0,0,0,0,0,29,256,744683117,1,2560
CEKKUG9W62L3,4,2,2,2,Boston,043071598,"Health Care For All, Inc",MA,02110,,non-profit,2024,2024,2023,2023,0,0,0,0,2,1,0,0,2,1,2,2975605,1,40
NPBJAX8GL2D9,26,3,3,3,NEW ULM,416005765,BROWN COUNTY,MN,56073,,local,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,9,26,14638397,1,260
K8F4C6VG5MX5,9,3,3,3,WINONA,410695527,"SAINT MARY'S UNIVERSITY OF MINNESOTA",MN,559871399,,higher-ed,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,2,4,120113204,1,90
NJNXCM5CKKZ6,1,3,1,3,MIAMI,208961429,"THE NATIONAL BEN GAMLA CHARTER SCHOOL FOUNDATION, INC.",FL,33143,,non-profit,2024,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,1,6477589,0,10
J3Z3DHS2NDH5,3,3,3,3,ST. LOUIS,430654857,UNLEASHING POTENTIAL,MO,63113,,non-profit,2024,2024,2022,2022,0,0,0,0,2,0,0,0,1,2,1,3230427,1,30
TAY2B22ATNF5,3,3,1,3,Redmond,936002511,High Desert Education Service District,OR,97756,,local,2024,2023,2023,2022,0,0,0,0,0,0,0,0,1,0,2,23470718,1,30
DA5EAJZMGME7,18,2,2,2,GREENWOOD,396025352,GREENWOOD SCHOOL DISTRICT,WI,54437,,local,2024,2024,2022,2022,0,0,0,0,0,0,0,0,1,6,18,3255640,1,180
MZLCRF2AWR75,3,3,1,3,PAW PAW,550743036,"MOUNTAINEER COMMUNITY HEALTH CENTER, INC",WV,25434,,non-profit,2024,2022,2022,2022,0,0,0,0,0,0,0,0,0,3,3,3279076,1,30
UAEMVKL6XLN3,4,2,1,2,Augusta,450582217,Greater Augusta Utility District,ME,04330,,local,2023,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,0,6205583,1,40
CZP9PLRM21M9,3,3,1,3,BROOKLYN,237358415,"INTERBOROUGH DEVELOPMENTAL AND CONSULTATION CENTER, INC.",NY,112291209,,non-profit,2024,2023,2023,2022,0,0,0,0,0,0,0,0,3,0,0,16341934,1,30
NVWKAVB8JND6,17,3,3,3,OREGON CITY,936002286,"CLACKAMAS COUNTY, OREGON",OR,970454035,93,local,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,0,17,376508769,1,170
M7JBX3QK5WJ7,10,3,1,3,Louisville,264345390,"Shawnee Christian Healthcare Center, Inc.",KY,40212,,non-profit,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,10,6821805,1,100
YGXEU8XX5L35,10,3,2,3,MIDDLETOWN,050374759,"NEWPORT COUNTY COMMUNITY MENTAL HEALTH CENTER, INC.",RI,02842,,non-profit,2024,2024,2023,2022,0,0,0,0,0,4,0,0,0,0,10,20334115,1,100
SFF8ZDG66LH7,1,3,1,4,ROCKVILLE,552231031,"CAMBRIDGE APARTMENTS, INC.",MD,20852,,non-profit,2024,2024,2024,2022,0,0,0,0,0,1,0,0,1,0,1,4025264,0,10
PM7JAF86Y3Q4,1,1,1,1,BROOKLYN,112444764,MACHNE NAARIM,NY,11204,,state,2022,2022,2022,2022,0,0,0,0,1,0,0,0,0,1,0,849328,0,10
H7LFRNJJAUZ9,37,2,2,2,ANDERSON,356002149,ANDERSON COMMUNITY SCHOOL CORPORATION,IN,46011,,local,2024,2024,2022,2022,0,0,0,0,35,8,0,0,0,0,2,84405609,1,370
XM1RLTC5MPH5,1,1,1,1,Wasilla,920158797,Kanatak Tribal Council,AK,99687,,tribal,2022,2022,2022,2022,0,0,0,0,1,1,0,0,1,0,0,1236586,0,10
SLFKDANPQCX8,8,3,2,3,COLUMBIA,570841427,"PALMETTO AIDS LIFE SUPPORT SERVICES, INC.",SC,29204,,non-profit,2024,2023,2022,2022,0,0,0,0,4,0,0,0,0,4,4,6843925,1,80
HMM7J5QL8K11,1,2,1,2,INDIANAPOLIS,851370558,"91 PLACE, INC.",IN,46201,,non-profit,2024,2024,2024,2023,0,0,0,0,1,1,0,0,0,0,0,1949242,0,10
Z3E3JMX3BR43,1,2,1,2,Mount Vernon,431450475,Susanne Corporation,MO,65712,,non-profit,2023,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,1,1593217,0,10
M8Y7E4G2PG13,12,3,2,3,NEW HAVEN,263100297,LEEWAY-WELTON HOUSING CORPORATION,CT,06511,,non-profit,2024,2024,2023,2022,0,0,0,0,0,0,0,0,8,4,12,5038574,1,120
ZE4RMCLMPJJ6,8,4,3,4,HAGERSTOWN,521907344,HOUSING AUTHORITY OF WASHINGTON COUNTY,MD,217405701,,local,2025,2025,2022,2022,0,0,0,0,0,0,0,0,2,2,8,21910358,1,80
RVZJTJDJ8P87,3,3,3,3,Lexington,521558569,National Council for Preservation Education,KY,40506,,non-profit,2021,2021,2019,2019,0,0,0,0,2,3,0,0,3,3,0,4618306,1,30
MJ1ZBP64J8S4,4,4,1,4,Tuttle,736084193,Tuttle Public Schools,OK,73089,,local,2025,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,4,8546529,1,40
VS18KFLVEY46,5,4,2,4,WAILUKU,990303304,"COMMUNITY CLINIC OF MAUI, INC.",HI,96793,,non-profit,2025,2024,2022,2022,0,0,0,0,0,0,0,0,0,0,5,14296449,1,50
GKF7E5BTL915,6,1,1,1,Palmer,920078503,"PALMER SENIOR CITIZENS CENTER, INC.",AK,99645,,non-profit,2022,2022,2022,2022,0,0,0,0,0,0,0,0,3,0,6,963482,1,60
ZLG2YYDBGL16,8,4,4,4,Mellen,391383009,Ashland County Housing Authority,WI,54546,,local,2025,2025,2022,2022,0,0,0,0,0,0,0,0,0,8,8,10610964,1,80
NZG4DZFNS5H7,2,2,1,2,Raritan,202754745,"Alternatives Homes 2004, Inc.",NJ,08869,,non-profit,2024,2024,2024,2023,0,0,0,0,0,0,0,0,0,0,2,1740064,0,20
N3D6CDJS13W3,2,3,2,3,Washington,431249249,United States Hispanic Chamber of Commerce,DC,20006,,non-profit,2024,2023,2022,2022,0,0,0,0,0,0,0,0,0,0,2,5132895,0,20
KDBTBE6EJAK5,4,3,1,3,BAGLEY,416000640,INDEPENDENT SCHOOL DISTRICT NO. 162,MN,56621,,local,2024,2023,2023,2022,0,0,0,0,0,0,0,0,0,0,4,5233063,1,40
GER6GZFG3171,1,3,1,3,JOHNSTON,461216277,UNITED WAYS OF IOWA,IA,50131,,non-profit,2024,2024,2024,2022,0,0,0,0,0,0,0,0,0,0,1,5408524,0,10
M7P3XNWJWDH3,25,2,2,2,Virginia,410849301,"Range Mental Health Center, Inc.",MN,55792,,non-profit,2023,2023,2022,2022,0,0,0,0,15,0,0,0,0,15,10,4182993,1,250
G84DNCN2USR4,7,1,1,1,Chicago,364087259,Claretian Associates Inc,IL,60617,,non-profit,2024,2024,2024,2024,0,0,0,0,7,0,0,0,0,0,0,1802101,1,70
ZRYEHKYTC9G4,9,2,2,2,SWITZ CITY,351724959,WHITE RIVER VALLEY SCHOOL DISTRICT,IN,474657103,,local,2024,2024,2022,2022,0,0,0,0,6,3,0,0,3,2,3,6838705,1,90
GYGNCU3YHT91,2,1,1,1,ROCKFORD,363004700,"ROCKFORD METROPOLITAN EXPOSITION, AUDITORIUM AND OFFICE BUILDING AUTHO",IL,61101,,local,2022,2022,2022,2022,0,0,0,0,0,0,0,0,0,0,2,3994088,0,20
VWS3QKWLY377,9,3,3,3,FAIRFAX,521217106,"SHELTER HOUSE, INC.",VA,22030,,non-profit,2024,2024,2022,2022,0,0,0,0,4,0,0,0,0,4,5,14173977,1,90
J8L2X2JND1Y7,21,2,2,4,JERSEY CITY,453689749,BELOVED COMMUNITY CHARTER SCHOOL,NJ,07302,,non-profit,2024,2024,2023,2023,0,0,0,0,0,20,0,0,0,8,9,19206770,1,210
TJ4CKC92M5L7,2,3,2,3,TOPTON,812007592,"DIAKON FROSTBURG SENIOR HOUSING, LLC",PA,195621317,,non-profit,2024,2024,2022,2022,0,0,0,0,0,0,0,0,0,0,2,10846386,0,20
U9TLGCYB8927,4,3,2,3,Mount Ayr,426036295,Mount Ayr Community School District,IA,50854,,local,2024,2023,2022,2022,0,0,0,0,4,0,0,0,0,2,0,3507968,1,40
H4JAXF1KZZY2,3,3,2,3,Hamilton,364118035,"Ravalli Head Start, Inc.",UT,59840,,non-profit,2024,2024,2023,2022,0,0,0,0,1,0,0,0,0,0,2,11759279,1,30
MFL4F5Q9J8D3,3,3,2,3,Zion,363032700,Lake County Crisis Center D/B/A A Safe Place,IL,60099,,non-profit,2024,2023,2022,2022,0,0,0,0,2,0,0,0,0,3,1,14928278,1,30
