uei,years_audited,audit_reports_count,city,ein,entity_name,state,zip,cognizant_agency,entity_type,latest_audit_year,earliest_audit_year,going_concern_count,internal_control_def_count,low_risk_count,material_weakness_gen_count,material_weakness_count,modified_opinion_count,noncompliance_count,prior_findings_count,questioned_costs_count,repeat_finding_count,significant_deficiency_count,total_expenditures,is_problem_entity,risk_score,recipient_name,recipient_state,recipient_city,total_funding,total_obligated,total_awards,program_count,funding_num
K382JTZBG5U6,3,3,SALT LAKE CITY,841398694,MIDWIVES COLLEGE OF UTAH,UT,84106,,non-profit,2024,2022,0,0,0,0,0,0,0,0,1,1,1,4050402,1,40,MIDWIVES COLLEGE OF UTAH,UT,SALT LAKE CITY,1350587.15,1675297.04,28,2,1350587.15
KM13FK1GH9B4,3,3,UTICA,150578598,"LEGAL AID SOCIETY OF MID-NEW YORK, INC.",NY,13501,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,2,0,11921464,1,50,"LEGAL AID SOCIETY OF MID-NEW YORK, INC.",NY,UTICA,1350000,1950000,2,1,1350000
K1D1TNV217S7,3,3,WINSTED,411374297,"ST. MARY'S RESIDENCE, INC.",MN,55395,,non-profit,2024,2022,0,0,0,0,2,0,0,0,0,2,2,2918452,1,40,"ST. MARY'S RESIDENCE, INC.",MN,WINSTED,1348338,1330210,8,1,1348338
FY9TNDMH6297,3,3,SCHAUMBURG,366008077,SCHAUMBURG COMMUNITY CONSOLIDATED SCHOOL DISTRICT NO. 54,IL,60194,,state,2024,2022,0,0,0,0,0,0,0,0,0,0,0,44150206,1,80,SCHAUMBURG COMMUNITY CONSOLIDATED SCHOOL DISTRICT 54,IL,SCHAUMBURG,1347273.2,523426.32,32,1,1347273.2
SDXCG2FNUGB6,3,3,SHELTON,061615577,"SOUTHWESTERN AREA HEALTH EDUCATION CENTER, INC.",CT,06484,,non-profit,2024,2022,0,0,0,0,3,3,0,0,1,0,0,3603720,1,30,"SOUTHWESTERN AHEC, INC.",CT,SHELTON,1347236,6736180,5,2,1347236
CMP3ZLH2JNA5,3,3,LEAVENWORTH,486034016,"UNIFIED SCHOOL DISTRICT #453 LEAVENWORTH, KANSAS",KS,66048,,local,2024,2022,0,0,0,0,0,0,0,0,0,0,4,26395413,1,40,UNIFIED SCHOOL DISTRICT #453,KS,LEAVENWORTH,1346884.06,1256419.42,22,3,1346884.06
Q2L8BLYUQZG7,3,3,DES PLAINES,366004281,COMMUNITY CONSOLIDATED SCHOOL DISTRICT NO. 62,IL,60016,,local,2024,2022,0,0,0,0,0,0,0,0,0,3,6,23688748,1,90,DES PLAINES COMMUNITY CONSOLIDATED SCHOOL DISTRICT 62,IL,DES PLAINES,1345684.4,812788.52,55,2,1345684.4
ZAJKPMJPRSQ4,3,4,ST Cload,411894399,BENET PLACE SOUTH,MN,56304,,non-profit,2024,2022,0,0,0,0,2,0,0,0,2,1,1,11928653,1,30,BENET PLACE SOUTH,MN,SAINT CLOUD,1345650,905016,11,1,1345650
KAEPYAVFZCK1,2,2,Rockville,522259318,"Greater Washington Jewish Coalition Against Domestic Abuse, Inc.",MD,20895,,non-profit,2024,2023,0,0,0,0,0,3,0,0,0,0,3,1969373,1,30,THE GREATER WASHINGTON JEWISH COALITION AGAINST DOMESTIC ABUSE INC,MD,ROCKVILLE,1345334,1645334,5,2,1345334
T5DBX42DJHU3,3,3,MADISON,390806303,"YWCA MADISON, INC.",WI,537032824,,non-profit,2024,2022,0,0,0,0,1,0,0,0,1,0,3,3169231,1,40,"YWCA MADISON, INC.",WI,MADISON,1341308.39,1772274.78,4,1,1341308.39
E1UGXV4JUNG5,3,3,FALMOUTH,046001148,"TOWN OF FALMOUTH, MA",MA,02540,,local,2024,2022,0,0,0,0,8,8,0,0,0,1,0,17899903,1,100,TOWN OF FALMOUTH,MA,FALMOUTH,1339945.7,1327832,5,2,1339945.7
M1ADGQHWN8U5,4,4,VERONA,391037729,VERONA AREA SCHOOL DISTRICT,WI,53593,,local,2025,2022,0,0,0,0,0,0,0,0,0,0,6,24851713,1,60,VERONA AREA SCHOOL DISTRICT,WI,VERONA,1333437.54,921895.88,28,2,1333437.54
PJPZW1L1JBF6,3,3,WATERTOWN,391667734,TRINITY TERRACE,WI,53098,,non-profit,2024,2022,0,0,0,0,0,0,0,0,1,0,3,6313541,1,30,TRINITY TERRACE APTS,WI,RACINE,1331808,1310477,11,1,1331808
G5GCLL7J2GN3,2,2,NEW CARLISLE,351090941,NEW PRAIRIE UNITED SCHOOL CORPORATION,IN,46552,,unknown,2024,2022,0,0,0,0,20,15,0,0,0,4,2,16787595,1,220,NEW PRAIRIE UNITED SCHOOL CORP,IN,NEW CARLISLE,1330353,1280482.2,8,2,1330353
EJLQDNKKNU97,3,3,JERSEY CITY,221898061,NORTHEAST NEW JERSEY LEGAL SERVICES CORP,NJ,07306,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,6,11612844,1,60,NORTHEAST NEW JERSEY LEGAL SERVICES CORPORATION,NJ,JERSEY CITY,1328527,1556527,8,2,1328527
RHNCE49VDWJ1,3,3,TAMA,426039079,SOUTH TAMA COUNTY COMMUNITY SCHOOL DISTRICT,IA,52339,,local,2024,2022,0,0,0,0,43,0,0,0,0,18,0,9131776,1,430,SOUTH TAMA COUNTY SCHOOL DISTRICT,IA,TAMA,1324247.86,1044625.73,21,2,1324247.86
ZPS8GBUVLHX5,2,2,Elizabeth,221487399,"YWCA of Eastern Union County, Inc.",NJ,07201,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,11,2350410,1,110,YWCA OF EASTERN UNION COUNTY INC,NJ,ELIZABETH,1319379.43,1225431.43,4,1,1319379.43
KN2EDEBLNFV3,2,2,RUSHMORE,416005506,CITY OF RUHMORE,MN,56168,,local,2023,2022,0,0,0,0,3,0,0,0,0,9,6,2856403,1,90,CITY OF RUSHMORE,MN,RUSHMORE,1313571.42,1313571.42,3,1,1313571.42
WMNCBZ83F343,3,3,Renton,916001635,Renton School District No. 403,WA,98057,,local,2024,2022,0,0,0,0,5,1,0,0,1,0,0,99527428,1,50,RENTON SCHOOL DISTRICT 403,WA,RENTON,1313224.39,859996.17,31,3,1313224.39
T4YDWN7JGT41,3,4,SPRINGFIELD,042104329,SPRINGFIELD COLLEGE,MA,01109,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,0,167149016,1,120,SPRINGFIELD COLLEGE,MA,SPRINGFIELD,1311529,3312047.48,4,1,1311529
V88WVT5DV4L1,3,3,ARCATA,942186507,CITY OF ARCATA,CA,94552,,local,2024,2022,0,0,0,0,0,0,0,0,0,6,0,21030294,1,70,CITY OF ARCATA,CA,ARCATA,1309532.39,2371427.48,19,3,1309532.39
DW43LNFGKK21,3,3,LITTLE ROCK,710653846,"OUR HOUSE, INC.",AR,72206,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,4,7011561,1,40,OUR HOUSE INC,AR,LITTLE ROCK,1308916,2328517.2,15,2,1308916
MPLEDK66Q7G6,3,3,MADISON,391742330,"THE RODNEY SCHEEL HOUSE FOUNDATION, LTD.",WI,53704,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,4,4,5437452,1,40,SCHEEL RODNEY SCHEEL HOUSE,WI,MADISON,1308772,1089289,11,1,1308772
WFJGJMBF8J86,3,3,Los Angeles,954583274,"Lime House Senior Housing, Inc.",CA,90007,,non-profit,2024,2022,0,0,0,0,0,12,0,0,8,0,12,13987836,1,120,"LIME HOUSE SENIOR HOUSING, INC",CA,LOS ANGELES,1307039,1272331,8,1,1307039
JHADM9YUWC67,3,3,NEW LONDON,205606908,"NEW LONDON HOMELESS HOSPITALITY CENTER, INC.",CT,06320,,non-profit,2024,2022,0,0,0,0,22,22,0,0,0,50,30,6237435,1,520,"NEW LONDON HOMELESS HOSPITALITY CENTER, INC.",CT,NEW LONDON,1302848.98,2787690.76,18,2,1302848.98
FU7BX9RNSH48,1,1,Marfa,746001689,"Presidio County, Texas",TX,79843,,local,2023,2023,0,0,0,0,0,0,0,0,0,0,0,1438189,1,70,COUNTY OF PRESIDIO,TX,MARFA,1302173,1302173,1,1,1302173
KE15VQ9XP2Z6,3,3,TORRINGTON,066001898,"CITY OF TORRINGTON, CONNECTICUT",CT,06790,,local,2024,2022,0,0,0,0,0,0,0,0,0,8,10,35613331,1,100,CITY OF TORRINGTON,CT,TORRINGTON,1300000,1100000,2,2,1300000
WUVLZTHGJXM1,3,3,ELGIN,362855797,COMMUNITY CRISIS CENTER,IL,60120,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,1,2,3632180,1,30,COMMUNITY CRISIS CENTER INC,IL,ELGIN,1298494,1082601.93,3,1,1298494
X54EMT612417,3,3,ERIE,840198350,TOWN OF ERIE,CO,80516,,local,2024,2022,0,0,0,0,1,1,0,0,1,2,8,12522004,1,90,TOWN OF ERIE,CO,ERIE,1298470,2438642,7,1,1298470
EXQDZXLTFRY6,3,3,INDIANAPOLIS,371421922,"COBURN PLACE SAFEHAVEN II, INC.",IN,46205,,non-profit,2024,2022,0,0,0,0,8,0,0,0,0,6,7,4785522,1,150,"COBURN PLACE SAFEHAVEN II, INC",IN,INDIANAPOLIS,1293086.16,1702554,4,1,1293086.16
LFCEEHFEJQM3,2,2,TRACY,416005581,CITY OF TRACY,MN,56175,,local,2023,2022,0,0,0,0,0,0,0,0,0,16,16,6477407,1,160,CITY OF TRACY,MN,TRACY,1289926,1370116,11,2,1289926
KQ6GEX6EHNE3,4,4,Selma,202636679,"Dallas County System of Services, Inc.",AL,36701,,non-profit,2024,2021,0,0,0,0,0,0,0,0,0,0,36,7693220,1,360,DALLAS COUNTY SYSTEM OF SERVICES INC.,AL,SELMA,1289545.56,3500000,19,3,1289545.56
J3JEVB5D7M63,3,3,OAK PARK,366004318,OAK PARK ELEMENTARY SCHOOL DISTRICT 97,IL,60302,,local,2024,2022,0,0,0,0,11,10,0,0,6,0,8,14966175,1,190,OAK PARK ELEMENTARY SCHOOL DISTRICT 97,IL,OAK PARK,1288953.05,1162123.68,24,2,1288953.05
DASAFLTJUTD6,3,3,ALTAMONTE SPRINGS,592170012,ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORPORATION,FL,327141502,93,non-profit,2024,2022,0,0,0,0,1,0,0,0,0,1,33,698826326,1,340,ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORPORATION,FL,ALTAMONTE SPRINGS,1286787.3,1782077.3,4,2,1286787.3
NG5AFD1APZ73,4,4,HAVRE DE GRACE,261782547,"ST. JOHN'S COMMONS, INC.",MD,21078,,non-profit,2025,2022,0,0,0,0,4,6,0,0,0,5,2,24104914,1,60,"ST. JOHN'S COMMONS INC",MD,HAVRE DE GRACE,1286151,1053139,10,1,1286151
CXA2HGJXHD34,2,2,LOWELL,351113202,TRI-CREEK SCHOOL CORPORATION,IN,46356,,local,2024,2022,0,0,0,0,12,3,0,0,0,0,0,13539266,1,120,TRI CREEK SCHOOL CORP,IN,LOWELL,1284152.14,965593.35,22,2,1284152.14
SEVBPHM2JKF4,2,2,NEW ORLEANS,311208184,GREATER BETHLEHEM,LA,70113,,state,2023,2022,0,0,0,0,0,0,0,0,0,0,3,3360745,1,30,GREATER BETHLEHEM PLAZA APARTMENT INC,TX,DALLAS,1281687,1261239,11,1,1281687
DG4EJBS533C5,3,3,Clearfield,251154028,Clearfield County Career and Technology Center,PA,16830,,local,2024,2022,0,0,0,0,8,8,0,0,4,1,4,2632535,1,120,CLEARFIELD CTY CAREER & TECH CENTER,PA,CLEARFIELD,1279599,1165822,25,3,1279599
P556DD3BY5M9,3,3,RICHMOND,030328834,"VERMONT YOUTH CONSERVATION CORP, INC.",VT,05477,,non-profit,2024,2022,0,0,0,0,3,3,0,0,3,0,0,3498454,1,30,"VERMONT YOUTH CONSERVATION CORPS, INC.",VT,RICHMOND,1275983.48,1987612.26,15,4,1275983.48
KM8VJL8ZFPX7,3,3,SACRAMENTO,810920262,INDEPENDENT TRAINING & APPRENTICESHIP PROGRAM,CA,95827,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,2,1,5168748,1,30,INDEPENDENT TRAINING AND APPRENTICESHIP PROGRAM,CA,SACRAMENTO,1274925.15,1753152.63,22,2,1274925.15
HM5TDHNPWQW3,3,3,SAN LUIS OBISPO,953370729,LUMINA ALLIANCE,CA,93401,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,22,9763815,1,220,LUMINA ALLIANCE,CA,SAN LUIS OBISPO,1274820,1630486,4,2,1274820
X3KKJA9JFRZ4,3,3,NEW BRIGHTON,810669446,"NHHI/ASI - SENIOR BLOOMINGTON, INC.",MN,55112,,non-profit,2024,2022,0,0,0,0,0,0,0,0,3,0,0,16184904,1,40,NHHI/ASI - SENIOR BLOOMINGTON INC,MN,MINNEAPOLIS,1274248,1220295,9,1,1274248
KYAMNS2L8FC3,1,1,San Juan,660433481,Commonwealth of Puerto Rico Sport and Recreation Department,PR,00909,,state,2017,2017,0,0,0,0,7,6,0,0,4,10,3,9702032,1,100,COMMONWEALTH OF PUERTO RICO,PR,SAN JUAN,1270063.84,2033520.64,11,1,1270063.84
JHSDQZVKD7T7,1,1,PORTLAND,454726335,FORTH MOBILITY FUND,OR,97209,,non-profit,2024,2024,0,0,0,0,3,0,0,0,0,4,1,4020248,1,40,FORTH MOBILITY FUND,OR,PORTLAND,1269995,1269995,1,1,1269995
KXNCTPLT9LL5,3,3,MOUNTAIN VIEW,716020484,MOUNTAIN VIEW SCHOOL DISTRICT,AR,725606180,,local,2024,2022,0,0,0,0,0,0,0,0,3,0,3,15101785,1,30,MOUNTAIN VIEW SCHOOL DISTRICT,AR,MOUNTAIN VIEW,1266971,962998,14,1,1266971
WTBKGZMWT3G5,3,3,Mason City,421080685,"NIAD Center for Human Development, Inc. D/B/A Crisis Intervention Services",IA,50401,,non-profit,2024,2022,0,0,0,0,56,0,0,0,0,56,0,3325490,1,560,NIAD CENTER FOR HUMAN DEVELOPMENT,IA,MASON CITY,1264948.85,2121689.61,8,1,1264948.85
JLHUARZYLK61,1,1,Lowell,471858182,"Entrepreneurship for All, Inc.",MA,01854,,non-profit,2023,2023,0,0,0,0,2,0,0,0,0,0,1,929995,1,30,"ENTREPRENEURSHIP FOR ALL, INC.",MA,LOWELL,1262779,1020000,3,2,1262779
F268RX3AF4L6,2,2,ST MICHAEL,920064733,NATIVE VILLAGE OF ST. MICHAEL,AK,99659,,tribal,2022,2021,0,0,0,0,3,3,0,0,1,3,2,6318076,1,50,NATIVE VILLAGE OF SAINT MICHAEL,AK,SAINT MICHAEL,1261367.67,1594495.32,8,4,1261367.67
C1D1JQMJK8A9,3,3,SANDWICH,046001290,"TOWN OF SANDWICH, MASSACHUSETTS",MA,02563,,local,2024,2022,0,0,0,0,0,12,0,0,23,0,0,10849129,1,240,TOWN OF SANDWICH,MA,SANDWICH,1260634.42,2630634.42,3,1,1260634.42
PCALQJNYL745,3,3,WILMINGTON,383881451,SACRED HEART VILLAGE II INC.,DE,19801,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,4,1,13646353,1,50,SACRED HEART VILLAGE II INC.,DE,WILMINGTON,1258993,1038214,12,1,1258993
J3QACS9PPD99,3,4,TOLEDO,341517671,PROMEDICA HEALTH SYSTEM AND SUBSIDIARIES,OH,43604,10,non-profit,2024,2022,0,0,0,0,3,0,0,0,1,0,1,168621173,1,40,PROMEDICA HEALTH SYSTEM INC,OH,TOLEDO,1257298,1257298,3,1,1257298
HZ8JHE9F5XF5,3,3,Concord,264372247,"Newbury Elderly Housing, Inc.",NH,03302,,non-profit,2024,2022,0,0,0,0,3,18,0,0,0,27,15,20840424,1,420,NEWBURY ELDERLY HOUSING INC,NH,NEWBURY,1257022,905546,9,1,1257022
JEHQPT7GTLE7,4,4,LITTLETON,840421879,Denver Seminary,CO,80120,,higher-ed,2025,2022,0,0,0,0,0,0,0,0,0,0,1,12124153,1,30,DENVER SEMINARY,CO,LITTLETON,1255745,984462,14,2,1255745
T2T7PCM3BXN7,3,3,PALATKA,596000821,PUTNAM COUNTY DISTRICT SCHOOL BOARD,FL,321773737,,local,2024,2022,0,0,0,0,2,2,0,0,4,0,2,159309898,1,40,DISTRICT SCHOOL BOARD OF PUTNAM COUNTY FLORIDA,FL,PALATKA,1253720.92,1169673.46,14,2,1253720.92
TN9KDHN8SHA3,3,3,WALTHAM,046001416,"CITY OF WALTHAM, MASSACHUSETTS",MA,02452,,local,2024,2022,0,0,0,0,8,8,0,0,22,16,31,69242430,1,390,CITY OF WALTHAM,MA,WALTHAM,1252605.97,1252605.97,4,1,1252605.97
UHGDGWKDJLE4,3,3,PORT ANGELES,916001549,PORT ANGELES SCHOOL DISTRICT NO. 121,WA,98362,,local,2024,2022,0,0,0,0,0,0,0,0,6,0,0,30261341,1,60,PORT ANGELES SCHOOL DISTRICT,WA,PORT ANGELES,1250563.07,768873.66,31,3,1250563.07
KM5CSMMAJZP1,2,2,OAK HILL,556000225,CITY OF OAK HILL,WV,25901,,local,2024,2023,0,0,0,0,0,0,0,0,0,3,0,3460405,1,70,CITY OF OAK HILL,WV,OAK HILL,1250000,1373694,2,1,1250000
PHC7Z9GL5LJ9,4,4,Portland,930386801,Catholic Charities,OR,97202,,non-profit,2025,2022,0,0,0,0,0,0,0,0,0,0,3,60875912,1,30,CATHOLIC CHARITIES,OR,PORTLAND,1250000,1998996,2,1,1250000
MXVGDJN73T46,3,6,PROVIDENCE,050385696,DAY ONE,RI,02906,,non-profit,2024,2022,0,0,0,0,0,0,0,0,3,1,8,10310369,1,80,DAY ONE,CA,PASADENA,1249000,4996000,4,2,1249000
UNHPBKTQCNS3,3,3,PRINCETON,210635010,PRINCETON THEOLOGICAL SEMINARY,NJ,08540,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,3,6295077,1,30,PRINCETON THEOLOGICAL SEMINARY,NJ,PRINCETON,1247637,1001459,18,3,1247637
JAAWGCB78MU3,3,3,LENEXA,800065779,"LOCAL WORKFORCE INVESTMENT AREA III, INC.",KS,66214,,non-profit,2024,2022,0,0,0,0,0,2,0,0,0,0,0,12852345,1,40,"LOCAL WORKFORCE INVESTMENT AREA III, INC",KS,OVERLAND PARK,1244907,1513757.94,2,1,1244907
HNR1MNZJGYJ1,3,3,LYNCHBURG,540715569,"CENTRA HEALTH, INC.",VA,24501,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,4,7,44036684,1,70,CENTRA HEALTH INCORPORATED,VA,LYNCHBURG,1243997.69,4556782.76,6,2,1243997.69
QDWQAJXAF1K7,3,3,MEDFORD,390992246,MEDFORD AREA PUBLIC SCHOOL DISTRICT,WI,54451,,local,2024,2022,0,0,0,0,0,0,0,0,0,0,4,14069557,1,40,MEDFORD AREA PUBLIC SCHOOL DISTRICT,WI,MEDFORD,1243401.42,2526778.3,18,4,1243401.42
LB2MA24ZXBL9,3,3,FULLERTON,951644593,MARSHALL B. KETCHUM UNIVERSITY,CA,92831,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,6,113451326,1,60,MARSHALL B. KETCHUM UNIVERSITY,CA,FULLERTON,1242560.2,2214984.2,22,3,1242560.2
Q6H7C5QR4DM7,3,3,MOORHEAD,416008721,INDEPENDANT SCHOOL DISTRICT NO. 152,MN,55656,,local,2024,2022,0,0,0,0,9,9,0,0,0,3,9,40006953,1,180,INDEPENDENT SCHOOL DISTRICT # 152,MN,MOORHEAD,1241473.75,627888.28,48,3,1241473.75
YUCMJ2YGS6X5,3,3,Ellsworth,016000027,City of Ellsworth,ME,04605,,local,2024,2022,0,0,0,0,0,0,0,0,0,0,6,9532599,1,60,CITY OF ELLSWORTH,ME,ELLSWORTH,1239537.5,1364537.5,2,1,1239537.5
MT49VJLMSDC5,3,3,OCONTO,396005722,"OCONTO COUNTY, WISCONSIN",WI,541531699,,local,2024,2022,0,0,0,0,10,10,0,0,3,4,0,18284393,1,100,OCONTO COUNTY,WI,OCONTO,1239277.19,1685997.19,28,3,1239277.19
F6XMPMVYG8J3,3,3,Augusta,010416015,Maine Community College System,ME,04330,84,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,32,196495647,1,320,MAINE COMMUNITY COLLEGE SYSTEM,ME,AUGUSTA,1237568,1237568,1,1,1237568
PWZDLJ8QVHE9,2,3,CHRISTIANSBURG,541754009,LOCUS,VA,24073,,non-profit,2024,2023,0,0,0,0,3,0,0,0,0,0,0,10549404,1,30,"LOCUS BANK, INC.",VA,HENRICO,1237411,1031350,7,1,1237411
LE7JKSGUQML6,3,3,Monterey,770313172,"Mariposa Housing, Inc",CA,93942,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,4,4595027,1,40,MARIPOSA HOUSING INC,CA,SALINAS,1235612,1116379,13,1,1235612
S9DULTEH7GJ9,3,3,Burnsville,416000802,Independent School District NO. 191,MN,55337,,local,2024,2022,0,0,0,0,0,0,0,0,4,0,4,60879483,1,40,BURNSVILLE SCHOOL DISTRICT,MN,BURNSVILLE,1235034.07,639784.54,35,3,1235034.07
FM85MKP1ZJ13,3,3,Circle Pines,416008811,Independent School District No. 12,MN,55014,,local,2024,2022,0,0,0,0,5,5,0,0,0,0,0,19098304,1,50,CENTENNIAL SCHOOL DISTRICT 12,MN,CIRCLE PINES,1234744.54,615122,37,4,1234744.54
DLF6PVP8JR76,3,3,SOUTH BEND,351894476,"INDIANAPOLIS AIDS HOUSING CORPORATION, INC.",IN,46601,,non-profit,2024,2022,0,0,0,0,0,6,0,0,4,2,6,4106769,1,60,INDIANAPOLIS AIDS HOUSING CORP,IN,INDIANAPOLIS,1234525,1601865,11,1,1234525
CUZ1EMQCBHZ7,3,4,BELLEVILLE,226001646,BELLEVILLE TOWNSHIP SCHOOL DISTRICT,NJ,07109,,local,2024,2022,0,0,0,0,0,0,0,0,0,0,0,43828380,1,100,TOWNSHIP OF BELLEVILLE BOARD OF EDUCATION,NJ,BELLEVILLE,1234206.23,1135248.57,11,2,1234206.23
XY5RVL24NA83,3,3,ALEXANDRIA,581805529,"FREDERICKSBURG VOA ELDERLY HOUSING, INC (EVERGREEN VILLA)",VA,22314,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,1,0,4221174,1,30,FREDERICKSBURG VOA ELDERLY HOU,TX,FREDERICKSBURG,1226767,1207158,11,1,1226767
DSN6UVWJQ853,1,1,BAKERSFIELD,770442212,"GARDEN PATHWAYS, INC.",CA,93301,,non-profit,2022,2022,0,0,0,0,0,0,0,0,0,0,0,842692,1,30,"GARDEN PATHWAYS, INC.",CA,BAKERSFIELD,1225501,2451002,2,1,1225501
RK8HDS4VKET8,2,2,Rockford,363842309,"Comprehensive Community Solutions, Inc",IL,61101,,non-profit,2024,2023,0,0,0,0,0,0,0,0,0,2,4,2388795,1,40,COMPREHENSIVE COMMUNITY SOLUTIONS,IL,ROCKFORD,1225000,2450000,2,1,1225000
DFXNLUKXDLH6,3,3,EAST PATCHOGUE,116003165,SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,NY,11772,,local,2024,2022,0,0,0,0,0,0,0,0,1,0,3,30317890,1,30,SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,NY,PATCHOGUE,1223921.72,2625000,21,3,1223921.72
YQGMMHLTFPC4,3,3,DANIELSVILLE,586000283,MADISON COUNTY BOARD OF EDUCATION,GA,30633,,local,2024,2022,0,0,0,0,12,6,0,0,14,6,2,34524357,1,140,MADISON CO BOARD OF EDUC,GA,DANIELSVILLE,1216578.96,1140618.8,17,2,1216578.96
QML7RP9FNLD7,2,2,HOPKINS,416008248,HOPKINS PUBLIC SCHOOLS/ISD NO. 270,MN,55305,,state,2023,2022,0,0,0,0,9,0,0,0,7,0,1,21586909,1,100,INDEPENDENT SCHOOL DISTRICT NO. 270,MN,HOPKINS,1213899.95,1643491.86,37,3,1213899.95
C2M5FV412L38,2,2,Mankato,411377647,Madelia Housing Inc.,MN,56001,,non-profit,2024,2023,0,0,0,0,3,0,0,0,0,0,0,3044078,1,30,MADELIA HOUSING INC,MN,MADELIA,1213740,1197483,8,1,1213740
C9GPPNTQFDM4,3,3,SPRING VALLEY,136007331,VILLAGE OF SPRING VALLEY,NY,10977,,local,2022,2020,0,0,0,0,6,2,0,0,0,6,0,28856371,1,60,VILLAGE OF SPRING VALLEY,NY,SPRING VALLEY,1213347.65,1195593.41,16,5,1213347.65
HDGKYJP3Q5J6,2,2,Randolph,046001275,"Town of Randolph, MA",MA,02368,,local,2023,2022,0,0,0,0,1,0,0,0,0,0,9,25227492,1,100,"RANDOLPH, TOWN OF",MA,RANDOLPH,1212928.58,3158753.58,8,2,1212928.58
M5NGLN9KM864,1,1,Cherokee,736006342,Alfalfa County,OK,73728,,local,2021,2021,0,0,0,0,3,3,0,0,1,0,0,804067,1,30,ALFALFA COUNTY COMMISSIONER,OK,CHEROKEE,1211780.2,1211780.2,2,1,1211780.2
WMN4HM9V3ZX7,3,3,CULLMAN,636000838,CULLMAN CITY BOARD OF EDUCATION,AL,35055,,local,2024,2022,0,0,0,0,0,0,0,0,0,0,4,19692123,1,40,CULLMAN CITY SCHOOL DISTRICT,AL,CULLMAN,1210346,2420692,1,1,1210346
WH8VUJ8DEW61,3,3,Harrisburg,251354078,Community Action Association of Pennsylvania,PA,17101,,non-profit,2024,2022,0,0,0,0,0,0,0,0,2,0,8,3211384,1,80,COMMUNITY ACTION ASSOCIATION OF PENNSYLVANIA,PA,HARRISBURG,1206584,5773168,5,2,1206584
ZNMAKKSFL4E4,3,3,HURLEY,396005702,"IRON COUNTY, WISCONSIN",WI,54534,,local,2024,2022,0,0,0,0,0,0,0,0,0,4,15,4429313,1,150,"IRON, COUNTY OF",WI,HURLEY,1204633,1204633,2,1,1204633
TLPCMMDBL5L4,2,2,KUNA,826001275,KUNA SCHOOL DISTRICT,ID,83634,,local,2023,2022,0,0,0,0,4,0,0,0,0,0,0,18093616,1,40,KUNA JOINT SCHOOL DISTRICT #3,ID,KUNA,1204306,1807356,12,1,1204306
LYAFSMJ18MG6,3,3,WILMINGTON,510065685,"CATHOLIC CHARITIES, INC.",DE,19805,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,4,7,65914940,1,70,CATHOLIC CHARITIES INC,DE,WILMINGTON,1202000,3554000,6,1,1202000
SBDLKJUH1511,2,2,FITCHBURG,391925617,"BOYS AND GIRLS CLUB OF DANE COUNTY, INC.",WI,53711,,non-profit,2024,2023,0,0,0,0,19,14,0,0,12,4,7,2573650,1,260,"BOYS AND GIRLS CLUB OF DANE COUNTY, INC.",WI,MADISON,1200000,1200000,1,1,1200000
SF1SQWQ8L9M4,2,2,New York,131624182,Memorial Sloan Kettering Cancer Center,NY,10017,93,non-profit,2024,2023,0,0,0,0,0,0,0,0,275,0,275,614485684,1,2750,MEMORIAL SLOAN-KETTERING CANCER CENTER,NY,NEW YORK,1200000,1200000,6,2,1200000
VPJRVBSLXLA9,3,3,Elk Grove Village,237181444,Kenneth Young Center,IL,60007,,non-profit,2024,2022,0,0,0,0,15,0,0,0,12,8,0,8565239,1,150,KENNETH YOUNG CENTER,IL,ELK GROVE VILLAGE,1200000,2875000,12,2,1200000
HGFBD2NZJG84,3,3,Iuka,646008812,Tishomingo County Special Municipal Separate School District,MS,38852,,local,2024,2022,0,0,0,0,0,0,0,0,0,0,9,20465529,1,90,TISHOMINGO COUNTY SCHOOL DISTRICT,MS,IUKA,1196313.6,985116.55,4,2,1196313.6
JFQYRDQLNSK1,3,3,TUCSON,866000547,AMPHITHEATER UNIFIED SCHOOL DISTRICT NO. 10,AZ,85705,,local,2024,2022,0,0,0,0,0,0,0,0,4,0,6,90017355,1,60,PIMA COUNTY AMPHITHEATER SCHOOLS,AZ,TUCSON,1194566.54,640466.5,24,2,1194566.54
